Date,AAPL,MSFT,FB,GOOG,AMZN,^GSPC,^IXIC
2020-11-10,-0.7699966430664062,-3.8899993896484375,-5.66998291015625,-31.9100341796875,-48.719970703125,-7.239990234375,-91.33984375
2020-11-11,1.220001220703125,1.3800048828125,1.040008544921875,9.6099853515625,26.760009765625,17.68994140625,102.7900390625
2020-11-12,0.1300048828125,0.660003662109375,0.699981689453125,-5.0799560546875,22.56005859375,-9.989990234375,16.0703125
2020-11-13,0.23000335693359375,0.9199981689453125,2.6400146484375,7.7900390625,11.719970703125,15.56005859375,85.3505859375
2020-11-16,-0.34000396728515625,-1.6399993896484375,-1.9000244140625,-5.320068359375,-35.610107421875,15.010009765625,17.8203125
2020-11-17,-0.75,-1.1299896240234375,-1.279998779296875,-4.4400634765625,52.47998046875,-16.599853515625,-10.7802734375
2020-11-18,-0.779998779296875,-0.8100128173828125,-0.480010986328125,-4.9200439453125,-1.659912109375,2.56005859375,-3.2802734375
2020-11-19,-0.44000244140625,0.3000030517578125,-0.95001220703125,-8.4000244140625,-0.14990234375,-8.380126953125,-22.5595703125
2020-11-20,0.0,-0.220001220703125,-0.3800048828125,1.2899169921875,0.0,-2.56005859375,-12.009765625
2020-11-23,-0.15999603271484375,0.55999755859375,1.19000244140625,7.4100341796875,17.300048828125,9.280029296875,61.7900390625
2020-11-24,0.06000518798828125,-0.5200042724609375,0.05999755859375,-4.3599853515625,2.110107421875,16.929931640625,58.7001953125
2020-11-25,0.3800048828125,1.25,1.220001220703125,4.010009765625,23.81005859375,0.090087890625,17.099609375
2020-11-27,0.5400009155273438,0.980010986328125,1.800018310546875,1.659912109375,26.18994140625,8.900146484375,64.779296875
2020-11-30,0.3800048828125,-1.1299896240234375,-1.779998779296875,-12.0059814453125,13.139892578125,-4.170166015625,18.400390625
2020-12-01,1.9599990844726562,0.4399871826171875,2.19000244140625,13.6300048828125,20.4599609375,24.240234375,114.6201171875
2020-12-02,-0.7000045776367188,-1.3300018310546875,-1.19000244140625,0.0,1.56982421875,-8.669921875,-69.3603515625
2020-12-03,0.43999481201171875,-0.7599945068359375,-1.269989013671875,-3.93994140625,1.929931640625,-0.72998046875,19.8896484375
