,date,amazon stock,S&P 500,NASDAQ,day of week,tick_neutral,tick_polar,name_neutral,name_polar,tick_volume,name_volume,target
1,20200908,-3.7315855365900856,-2.699449664447615,-3.6794294372257617,1,-0.13012302854762053,-0.3645237354653229,1.431858289595703,-0.3645237354653229,0.5565114968430687,3.0025759344196508,0
2,20200909,1.0535572855800557,1.4990527231122588,1.6280745643882732,2,-1.1379397304465055,1.427045838176581,0.6656207170121833,1.427045838176581,-1.1331440043271455,-0.6113591848252101,1
3,20200910,0.7121127310079578,0.39912867681915115,0.5901913240333688,3,-1.5551117120634257,0.05534370214434713,0.8237749887510355,0.05534370214434713,-1.0226057939702156,-0.6367039641122318,1
4,20200911,0.5939922703012459,0.395064266914463,0.5607640616831794,4,-1.451210460419287,0.6069232126968277,0.20940615693999465,0.6069232126968277,-0.8962764107051528,-0.6368319680480249,1
5,20200914,1.1373934015298808,0.804721538391864,1.1181529682468123,0,-0.5694056966325463,1.0589413029940116,0.2968548974293797,1.0589413029940116,-0.40675005055303476,1.5609956095184492,1
6,20200915,0.5848364009740306,0.8769006118482903,0.9555949266744033,1,-0.3020047627741178,1.646003983087846,0.5463271722970561,1.646003983087846,-1.0541881397864814,-0.5966387322090108,1
7,20200916,0.3657433851070697,0.2380612891870251,0.06567136858947743,2,-2.0418141816471445,0.48216118054804186,-0.3573367361511303,0.48216118054804186,-1.0383969668783484,-0.5239324966785648,1
8,20200917,-1.8113755718034519,-1.9572818070549693,-2.34719947002225,3,0.5297244449446832,-0.8483264252285895,-0.26380986396343475,-0.8483264252285895,-0.8962764107051528,-0.5186843353110502,0
9,20200918,0.3457804940630096,-0.1977668167986116,0.33050026233080176,4,-0.6807822369557375,0.9840615773543597,0.5930195072355676,0.9840615773543597,-0.3435853589205034,-0.4976916898409918,1
10,20200921,-1.3313775457029793,-1.74388376506736,-1.746221328181084,0,0.4668230327917649,-1.1877002317916352,1.5160089980440206,-1.1877002317916352,0.3354350761292088,1.945391428704944,0
11,20200922,1.5283897272949174,0.4482981234709881,0.5946539922465202,1,-1.7034840526444783,0.7512963532328464,1.5875427191699973,0.7512963532328464,-1.1489351772352783,-0.48745137497754876,1
12,20200923,-0.3955811957125387,-0.009625392457207926,-0.3101890396432583,2,-0.05656994583544582,-0.5101965317583016,0.6002830478884785,-0.5101965317583016,-0.5646617796343631,-0.5158682487236034,0
13,20200924,-0.7128375144101708,-0.7008063841349448,-0.8932259378747256,3,0.14180859174490276,-1.9498421071671983,1.1566236891912827,-1.9498421071671983,-0.7067823358075588,-0.6235195587255489,0
14,20200925,0.6289875278925564,-0.6624643492346212,-0.1330491061787996,4,0.767406456132,-1.113325587690287,0.8629377968040811,-1.113325587690287,-1.0699793126946142,-0.47465098139824485,1
15,20200928,1.0669499660737158,1.3844561901898325,1.2381345202800973,0,0.38790156999949066,0.3519417760963731,0.6463917057858821,0.3519417760963731,-0.46991474218556617,1.974192314258378,1
16,20200929,-0.16310123251993724,-0.2451408737093532,-0.27402660644739035,1,1.4520682917808039,-1.5480763058222304,0.05990029650399521,-1.5480763058222304,-0.5962441254506289,-0.45967452091045935,1
17,20200930,-0.28239125950263655,0.0445116663003589,-0.13760234514904435,2,-1.27134724077638,0.887963705169461,-0.10201464807163325,0.887963705169461,-0.8646940648888872,-0.4118010489238629,0
18,20201001,1.1972763414940417,0.8173553545454609,0.8474287415892218,3,-0.04119223092681267,-0.11208996994656373,-0.18239297104837687,-0.11208996994656373,-0.8015293732563559,-0.4668427413148695,1
19,20201002,-1.782726931209779,-2.1030167865913616,-2.2591729278325814,4,-0.07498423685064251,0.6012701763932381,-0.04870872013351497,0.6012701763932381,-0.7067823358075588,-0.5272605990091838,0
20,20201005,0.2948240967052823,0.6359879467118709,0.5912040697717778,0,0.2430642185128973,0.21925520752361485,0.13716733974772394,0.21925520752361485,-0.5488706067262303,1.7320088677379488,1
21,20201006,-0.9976842342933079,-0.20814262744960405,-0.3535312637650818,1,0.7404903260972147,-0.9348466249254994,-0.5727315249597875,-0.9348466249254994,-1.0541881397864814,-0.5948466771079082,0
22,20201007,0.6282823482261521,0.849837589800001,0.7850337236570071,2,0.25598119771356087,0.5876336236009589,-0.35064624401612593,0.5876336236009589,-0.9752322752458171,-0.49513161112513104,1
23,20201008,0.4934898349185997,0.4550721399788016,0.46186079493710347,3,0.7925916752946056,-0.4209571309400635,0.11567354418955075,-0.4209571309400635,-0.8646940648888872,-0.45135426508391185,1
24,20201009,0.2621794380019858,0.36482902250153915,0.3595817090629979,4,0.8356767028924367,-1.5984622740368042,-0.1370890347334524,-1.5984622740368042,-0.9594411023376842,-0.46172258388314796,1
25,20201012,1.2916786861038907,0.8178069556459818,1.082739802223263,0,0.506543165520116,-0.2861463369653733,0.2052363048485524,-0.2861463369653733,0.05119396378281765,2.0186096799785624,1
26,20201013,0.3939219059231396,-0.22392663664585905,0.012893318319551778,1,-0.21402482563450242,0.8006609709086489,0.39258240224691693,0.8006609709086489,-0.5330794338180975,-0.22901142861140367,1
27,20201014,-0.11542420726939043,-0.054741443865345005,0.010110325965224966,2,0.19176387344525467,-1.2104157554574966,0.5207243408929659,-1.2104157554574966,-0.4225412234611676,0.4840984976916147,1
28,20201015,-1.8782988420956155,-1.7912578219781017,-1.962990084726534,3,0.9603902689834555,-2.579470982891605,0.7490744774074326,-2.579470982891605,-0.690991162899426,0.01381203758799068,0
