,date,facebook stock,S&P 500,NASDAQ,day of week,tick_neutral,tick_polar,name_neutral,name_polar,tick_volume,name_volume,target
34,20201023,0.020041680219321754,0.3003161530929799,0.05083423183652797,4,1.6279311509773922,1.470196246899562,0.05982711662125876,1.470196246899562,818,4311,1
35,20201026,-0.5330623290738814,-1.2958844586896356,-1.1096571125073724,0,1.8108543474685994,1.6620752889971238,0.41164079522763725,1.6620752889971238,2369,10218,0
36,20201027,0.25230532118681925,-0.11610412023124629,0.2228280995570392,1,0.7816653163788552,0.8200104717965376,-0.7827481734085576,0.8200104717965376,901,4267,1
37,20201028,-1.2202517159469495,-2.389045503135918,-1.8921555189742452,2,1.71134094910714,1.5814352182220694,-0.13894941616520984,1.5814352182220694,929,5198,0
38,20201029,1.9834388845559379,0.06255368099921842,0.3003978361550064,3,0.8648948627872872,1.0150096084423528,-0.14159941569949397,1.0150096084423528,914,5279,1
39,20201030,-1.6584222699838207,-0.9597720786312121,-0.894485694768844,4,1.176470026920016,1.0961211914849833,0.010782121836946037,1.0961211914849833,1008,4356,0
40,20201102,0.21399416943470861,0.969390720167169,0.6314174859212811,0,1.4144500844519035,1.5006939221224789,-0.20928424226279213,1.5006939221224789,2574,11002,1
41,20201103,0.2882197424840964,0.9590149095161765,0.48125117066029766,1,0.25453524115942894,0.36811368326727467,1.0483516046891368,0.36811368326727467,996,3851,1
42,20201104,3.6164234129576043,1.4683768922598022,2.185636378760903,2,1.4546898743163013,1.5106517816761749,0.040754186705074094,1.5106517816761749,985,3774,1
43,20201105,0.939487400954842,1.6939571493004877,1.6995760602609775,3,0.11006415283950526,0.38379039381930785,-0.5334433603723218,0.38379039381930785,1015,3960,1
44,20201106,-0.3175611870801283,-0.30964272845692414,-0.379409799178245,4,0.992172054652539,1.2623772587106683,1.1414622317294527,1.2623772587106683,984,4553,0
45,20201109,-0.9903921125393307,3.106091761307376,1.0746460700211826,0,0.6742595983105593,0.8015844354192152,-0.5367417675274989,0.8015844354192152,2556,10821,0
46,20201110,-1.5003915091707563,-0.5410937998043813,-0.9722201054706174,1,2.038488056518273,2.0754989126774483,1.1698061572089038,2.0754989126774483,864,3684,0
47,20201111,0.10624359843783204,0.5836462776953993,0.6645499156071127,2,0.6023416707238006,0.7145644113799534,1.0269410090611584,0.7145644113799534,967,4014,1
48,20201112,0.02482783402394363,-0.6651629411767583,-0.06661133899813966,3,1.8881080764465146,2.206418744039204,1.0194944330030289,2.206418744039204,920,3769,1
49,20201113,0.48934780885389345,0.4875543752333417,0.5175124083184494,4,1.017041870776973,0.8804450761955112,0.3607195785850462,0.8804450761955112,838,3975,1
50,20201116,-0.5977155945140255,0.46273834402666864,-0.051856539297093364,0,0.38284003905013153,0.3810901300931827,0.2830667612988017,0.3810901300931827,2047,9642,0
51,20201117,-0.4492571413102047,-0.9633738727743909,-0.2929970632058784,1,-0.07320572074640236,-0.06803175868485867,1.0783810579281348,-0.06803175868485867,631,3186,0
52,20201118,-0.2577086896546966,-0.09895429307244027,-0.22976220734425148,2,-1.2112640624973707,-1.0245304425423842,-1.753648837727126,-1.0245304425423842,709,4607,0
53,20201119,-0.3702454144561951,-0.5925322666198111,-0.39231201521147024,3,-0.39746239892036944,-0.08204452256919972,-0.3538315877246327,-0.08204452256919972,750,4074,0
54,20201120,-0.2337633064214968,-0.3299537633193765,-0.30336329804048634,4,-0.7379757709638035,-0.7078144628917072,-1.115123385681602,-0.7078144628917072,746,3857,0
55,20201123,0.14215801973510916,0.20422425063092228,0.31886603689688525,0,-0.6250114856340557,-0.5588120733476024,-0.2494600814077346,-0.5588120733476024,1923,9614,1
56,20201124,-0.1284094658794538,0.5493576380387756,0.29281459367472534,1,-0.48302820544651914,-0.39993487441543124,0.9795943145001287,-0.39993487441543124,633,3131,1
57,20201125,0.1493409039945646,-0.21038961829122027,-0.05793301372754658,2,-0.4479164714367031,-0.4183802772134917,1.7843957547551017,-0.4183802772134917,695,3207,1
58,20201127,0.2882197424840964,0.1870854381331046,0.34406940848444256,4,-0.16718634863330656,-0.18954859246422637,1.5545963813753891,-0.18954859246422637,1283,6231,1
59,20201130,-0.5689767503711586,-0.4025954525373121,-0.04696571841404565,0,0.48744389763166773,-0.06714983154865439,1.786427230146428,-0.06714983154865439,2295,8847,0
60,20201201,0.3815972378570169,0.8791696320118831,0.764293020282601,1,0.5721047426220124,0.630461780000039,0.6197112953602999,0.630461780000039,786,3168,1
61,20201202,-0.42770848853183846,-0.6056066692129406,-0.7869041027521749,2,0.5865882645682362,0.6615029235811455,0.3793155874395908,0.6615029235811455,699,3697,0
62,20201203,-0.44686041085537115,-0.2473878645509694,-0.03440931799881373,3,-0.7335112124975466,-0.48279638015120074,1.4529602645734054,-0.48279638015120074,665,3551,0
