,date,screen_name,tweet,tweet_id
0,2020-09-20 23:15:57,prosyscom_it,"#Apple #Backs #Developer #Epics #Microsoft #Request #Tools - @prosyscom_it
https://t.co/IhkZQyBxD0",1.3078208265115648e+18
1,2020-09-20 23:38:30,iiGingiey,"#microsoft surface duo?

You mean #Nintendo DS XL Touch?",1.3078264979238298e+18
2,2020-09-20 23:19:09,ReenitaDas,"#Microsoft Augments Teams App to Boost #Telehealth Experience: According to @FS_healhcare, the telehealth sector is projected to witness a CAGR of 38.2% between 2020 and 2025, due to the pandemic. Full article via @YahooFinance: https://t.co/4yaToVQRYc https://t.co/fZU3QFur9i",1.3078216309580882e+18
3,2020-09-20 22:38:10,Stevivor,"New renders from modeller @keisawada have shown off the size of the PS5 compared to an Xbox Series X, an Xbox Series S, a Nintendo Switch and a 30"" TV for scale.

 #Microsoft #Nintendo #PS5 #Sony #Switch #XboxSeriesS #XboxSeriesX https://t.co/Fb9Kl4UvJY",1.30781131556676e+18
4,2020-09-20 22:48:32,Erictron3000,Check out 2013 MINECON MINECRAFT JAVA PC CAPE ACCOUNT RARE FULL ACCESS! ORIGINAL OWNER!  https://t.co/dRoVwVkIzn #minecraft #mojang  #cape #java #javaedition #minecon #Microsoft #Videogame #videogames #Collectible #rare #Software,1.3078139256066417e+18
5,2020-09-20 23:13:15,mono_tune,"これ、直りませんかね。。。ちなみに、この症状はWordだけに発生してます。詳しい人、助けてください。。。
#Word　#Microsoft #パソコン https://t.co/zIFFDsYNKt",1.307820147369939e+18
6,2020-09-20 23:00:59,pcrentgen,"MICROSOFT ОТКАЗЫВАЕТСЯ ОТ ОБНОВЛЕНИЯ WINDOWS 10, КОТОРОЕ ЯКОБЫ УБИВАЕТ ПРОИЗВОДИТЕЛЬНОСТЬ

#WINDOWS10 #Microsoft #pcrentgen
https://t.co/8WGiMAtjm9 https://t.co/mhySuLOCxH",1.3078170599344988e+18
7,2020-09-20 23:55:21,techgeek_guru,"https://t.co/fcir8JzfP6
#techgeekguru #microsoft #chatbots #twitterBot #NLP #AI 
Presentation: Modern Banking in 1500 Microservices https://t.co/yBCS4bsxL3",1.3078307420350423e+18
8,2020-09-20 22:59:59,WorkingMouse_,"The @Microsoft Enabler program has just launched, diversifying workforces by collaborating with non-profit organisations and Microsoft partners to maximise employment opportunities. Read more on this wonderful initiative: https://t.co/4cqiyFuUc4 #WorkingMouse #Microsoft",1.3078168080790733e+18
9,2020-09-20 22:12:04,GreenValleyCre1,"Destiny 2, Halo 3: ODST, and three more games to join Xbox Game Pass soon
#gamescom2020 
#XboxGamePass 
#gamingcommunity 
#pcgaming 
#Microsoft 
#Androidgames 
For More Information Visit 👇👇👇
https://t.co/05wSvxAjDz https://t.co/mpDnIqZmk3",1.3078047464100864e+18
10,2020-09-20 22:57:19,WarehouseTrader,$EM1 $EM1.ax #Microsoft https://t.co/aeoGu30HwA,1.3078161338571653e+18
