,date,microsoft stock,S&P 500,NASDAQ,day of week,tick_neutral,tick_polar,name_neutral,name_polar,tick_volume,name_volume,target
35,20201026,-0.6658632812150672,-1.2958844586896356,-1.1096571125073724,0,-1.5911681044903452,-1.539840598212631,-0.7789211955600974,-1.539840598212631,63,3931,0
36,20201027,0.10819984543353842,-0.11610412023124629,0.2228280995570392,1,1.1440256164746954,0.5820752607054647,-0.2942676913361507,0.5820752607054647,56,2046,1
37,20201028,-0.9396809561754358,-2.389045503135918,-1.8921555189742452,2,-0.037330774291117114,-0.2614947112156128,1.0240846438765534,-0.2614947112156128,114,2577,0
38,20201029,0.4926060019678329,0.06255368099921842,0.3003978361550064,3,-0.9487305402896791,-0.9263124817032183,0.7759028706173073,-0.9263124817032183,101,2824,1
39,20201030,-2.366705048373929,-0.9597720786312121,-0.894485694768844,4,0.4974004366860449,0.11424558375608983,0.8386696319630488,0.11424558375608983,47,2139,0
40,20201102,0.008153165568842796,0.969390720167169,0.6314174859212811,0,0.28877801078722076,0.2318925053199972,-0.7945083433274273,0.2318925053199972,79,3661,1
41,20201103,0.3451654064157175,0.9590149095161765,0.48125117066029766,1,-0.5868962633054222,-0.23577059861293664,0.027623572107903387,-0.23577059861293664,45,1699,1
42,20201104,1.8248382453365666,1.4683768922598022,2.185636378760903,2,-0.08088410327139542,-0.6624934178955664,1.2571840654440662,-0.6624934178955664,46,1847,1
43,20201105,1.4562367564562781,1.6939571493004877,1.6995760602609775,3,-0.32508941551607806,-0.35789122541790813,2.5515694829620967,-0.35789122541790813,47,1897,1
44,20201106,-0.49735916951908976,-0.30964272845692414,-0.379409799178245,4,0.7390708171467881,1.0131042486631932,0.2323181727958545,1.0131042486631932,56,1820,0
45,20201109,0.8296102079048683,3.106091761307376,1.0746460700211826,0,0.3669022172860724,0.17063903871363162,-0.03074639366062134,0.17063903871363162,66,3603,1
46,20201110,-0.5289524350074232,-0.5410937998043813,-0.9722201054706174,1,1.9845303002999257,1.5013902290927559,0.65447225690099,1.5013902290927559,40,1975,0
47,20201111,0.5189323840564708,0.5836462776953993,0.6645499156071127,2,0.6050498514048437,0.21375289653648336,-0.1512543341007663,0.21375289653648336,52,2886,1
48,20201112,-0.05503336540782398,-0.6651629411767583,-0.06661133899813966,3,-0.06539572169946112,-0.6765251133459856,0.6985693047940467,-0.6765251133459856,56,2445,1
49,20201113,-0.0023765837756284398,0.4875543752333417,0.5175124083184494,4,0.006656229373175605,-0.10382073798505594,0.42195596909360533,-0.10382073798505594,36,2419,1
50,20201116,-0.3025286757344743,0.46273834402666864,-0.051856539297093364,0,0.0944443761228966,0.14367916842049158,-0.5555826789349846,0.14367916842049158,56,4015,0
51,20201117,-0.5184226856629519,-0.9633738727743909,-0.2929970632058784,1,-0.3266625925585987,-0.48129328968642704,0.3109892091140654,-0.48129328968642704,35,1673,0
52,20201118,-0.5342193184071186,-0.09895429307244027,-0.22976220734425148,2,0.5208704975613822,0.21106391570456734,1.9203972052625995,0.21106391570456734,38,2042,0
53,20201119,-0.35518545736666984,-0.5925322666198111,-0.39231201521147024,3,-1.2078513535644078,-0.7297891374294168,1.8540091174529736,-0.7297891374294168,33,1959,0
54,20201120,-0.12349079723910587,-0.3299537633193765,-0.30336329804048634,4,-0.6467263100327152,-0.3468046845721857,1.4206920417602742,-0.3468046845721857,36,1673,0
55,20201123,-0.20774084435963477,0.20422425063092228,0.31886603689688525,0,-0.49470920353414694,0.6593790596821739,-0.2451703424182548,0.6593790596821739,55,3850,0
56,20201124,-0.09189351429585281,0.5493576380387756,0.29281459367472534,1,-2.0531746126414636,-2.050294326059083,1.3540171829672993,-2.050294326059083,22,1609,1
57,20201125,0.0766105974001247,-0.21038961829122027,-0.05793301372754658,2,0.5766547569156233,0.6453303336086267,0.6530663741799281,0.6453303336086267,42,2184,1
58,20201127,0.16086064452065363,0.1870854381331046,0.34406940848444256,4,0.22688724787579004,0.3372748229342868,0.7325998111650155,0.3372748229342868,59,3413,1
59,20201130,0.0766105974001247,-0.4025954525373121,-0.04696571841404565,0,0.7726398462590108,0.11823636152758454,-1.497237910289325,0.11823636152758454,54,3570,1
60,20201201,0.9085973890806214,0.8791696320118831,0.764293020282601,1,-3.156003701950695,-2.7865539536877546,0.013382600086590098,-2.7865539536877546,36,1703,1
61,20201202,-0.49209630357431394,-0.6056066692129406,-0.7869041027521749,2,0.3269443439945898,-0.09301999231581222,0.9658627043334783,-0.09301999231581222,43,2084,0
62,20201203,0.10819984543353842,-0.2473878645509694,-0.03440931799881373,3,-0.29961722318287554,-0.2714773592352734,0.6890115382196855,-0.2714773592352734,57,2020,1
