,date,google stock,S&P 500,NASDAQ,day of week,tick_neutral,tick_polar,name_neutral,name_polar,tick_volume,name_volume,target
30,20201019,0.15947304207870003,0.22993246937764883,0.3103523857300985,0,0.009062004713005887,0.18646709615324422,0.9457339818210435,0.18646709615324422,0.9944329895645112,1.915139391272232,1
31,20201020,-0.5189681789793117,0.34769021000372147,0.24433453751414463,1,-0.6395627915979235,1.3444126060432964,2.27377790260614,1.3444126060432964,-0.1526339007238555,-0.32829093938980725,0
32,20201021,0.60920705472042,-0.3592858055312586,-0.08491486563621216,2,-0.46111040240689305,-1.406974995899254,-4.1365191071753875,-1.406974995899254,0.7076662669924195,0.6260232925499964,1
33,20201022,-0.1890142630182333,-0.08181548057462258,0.15436484089956154,3,0.698594205257268,-0.3211558860223549,-1.3991836070297148,-0.3211558860223549,0.8510496282784653,0.46506793965239157,0
34,20201023,0.30818155770524447,0.3003161530929799,0.05083423183652797,4,0.14607852346419342,0.5307422865551799,-0.7204588917515414,0.5307422865551799,-0.009250539437809655,-0.23179139142831415,1
35,20201026,-0.900003403847727,-1.2958844586896356,-1.1096571125073724,0,-0.7573747684411405,0.7418064732972957,-0.016957255001039992,0.7418064732972957,0.5642829057063736,3.635925223623742,0
36,20201027,0.058684289668857054,-0.11610412023124629,0.2228280995570392,1,-0.892640663211207,1.033492979405765,1.1869997477588088,1.033492979405765,-0.2960172620099013,-0.39532497652336346,1
37,20201028,-2.189549888531784,-2.389045503135918,-1.8921555189742452,2,0.31992283429717205,-0.4218841132186936,0.4918336197787859,-0.4218841132186936,0.277516183134282,-0.4030596731156969,0
38,20201029,0.08218345737639092,0.06255368099921842,0.3003978361550064,3,-0.2743368207273717,0.7889385357152013,-0.11366014300090746,0.7889385357152013,0.1341328218482362,-0.13602848123751948,1
39,20201030,4.5628220151975105,-0.9597720786312121,-0.894485694768844,4,0.8851707978129343,-0.9643402956879271,0.36873980262651357,-0.9643402956879271,0.7076662669924195,-0.30361357407141015,1
40,20201102,0.1459164665780166,0.969390720167169,0.6314174859212811,0,0.28844557889041716,0.34420622481396224,0.1697992526142233,0.34420622481396224,3.4319501314272904,1.6145911808272766,1
41,20201103,0.08263589497958833,0.9590149095161765,0.48125117066029766,1,-0.3460983896076919,0.07543366990284342,1.065268331094425,0.07543366990284342,0.7076662669924195,0.9604568404470792,1
42,20201104,2.537882346770031,1.4683768922598022,2.185636378760903,2,1.0319871712386406,0.6110003687711929,-1.0517346027575851,0.6110003687711929,-0.2960172620099013,-0.03842397661997879,1
43,20201105,1.2632497503962492,1.6939571493004877,1.6995760602609775,3,0.3175965256135905,0.3850159491294495,1.0705150601993274,0.3850159491294495,-0.2960172620099013,-0.5249732241662854,1
44,20201106,-0.6030443277295819,-0.30964272845692414,-0.379409799178245,4,-0.07101714879639397,0.6550743487510118,1.2440440570764058,0.6550743487510118,-0.7261673458680388,-0.615211351076842,0
45,20201109,1.1403081080249722,3.106091761307376,1.0746460700211826,0,0.3091720518108137,0.20060056989003722,1.3518683718051243,0.20060056989003722,0.9944329895645112,1.154192574140764,1
46,20201110,-1.6195833416062253,-0.5410937998043813,-0.9722201054706174,1,2.0915682645072575,-3.4304173192165623,0.7654757534732319,-3.4304173192165623,-0.8695507071540847,-0.6833503448664459,0
47,20201111,0.2571057663296537,0.5836462776953993,0.6645499156071127,2,0.08594716028947443,-0.7468712309892042,-0.001550777465167522,-0.7468712309892042,-0.2960172620099013,-0.4671471591664595,1
48,20201112,-0.4068740040212797,-0.6651629411767583,-0.06661133899813966,3,-0.22977892687140195,-1.0617756070552016,0.21754096905208764,-1.0617756070552016,-1.0129340684401305,-0.4321568650582845,0
49,20201113,0.17484488552391939,0.4875543752333417,0.5175124083184494,4,2.9564392141003086,-1.8026816685949212,-1.2648803137315914,-1.8026816685949212,-1.7298508748703596,-0.14670972891264658,1
50,20201116,-0.4177269889662713,0.46273834402666864,-0.051856539297093364,0,-0.46865772125941846,-1.244036954201039,0.1935307399537826,-1.244036954201039,-0.2960172620099013,0.9622984348738254,0
51,20201117,-0.3779511026071232,-0.9633738727743909,-0.2929970632058784,1,0.7606870365806045,-0.685953691781427,-1.159838889079806,-0.685953691781427,-1.443084152298268,-1.0365681559163384,0
52,20201118,-0.39964603743361377,-0.09895429307244027,-0.22976220734425148,2,-0.421660279638482,-1.0133363379754725,-0.7641995785334776,-1.0133363379754725,0.1341328218482362,-0.897343617254337,0
53,20201119,-0.5569398324574164,-0.5925322666198111,-0.39231201521147024,3,-2.1404339669347667,-1.8217710357199413,-0.1644972869951092,-1.8217710357199413,-0.582783984581993,-0.7824281250253834,0
54,20201120,-0.11895816243533651,-0.3299537633193765,-0.30336329804048634,4,0.12404608054773937,0.09167288846405461,-1.5195542132943634,0.09167288846405461,-0.1526339007238555,-0.7566458030509386,1
55,20201123,0.1576688091976567,0.20422425063092228,0.31886603689688525,0,0.7602875379887164,0.2494252973444056,-0.07368439101085787,0.2494252973444056,-0.43940062329594715,0.7744558033457282,1
56,20201124,-0.3743316017815439,0.5493576380387756,0.29281459367472534,1,0.16530338967363686,0.3978981527612015,-0.6708679746743365,0.3978981527612015,-1.443084152298268,-0.9809520042286077,0
57,20201125,0.003988997467687011,-0.21038961829122027,-0.05793301372754658,2,0.057406809976500585,-0.0267342137308466,-0.37270283234781687,-0.0267342137308466,-0.582783984581993,-0.8465156110761459,1
58,20201127,-0.1022345237122712,0.1870854381331046,0.34406940848444256,4,-0.7656590744193288,0.4804861785867953,-0.2804130037537965,0.4804861785867953,-1.0129340684401305,-0.00453863916785145,1
59,20201130,-0.7199277202434109,-0.4025954525373121,-0.04696571841404565,0,-0.42070397339878324,1.3160436854547248,0.02961023472711396,1.3160436854547248,1.2811997121366028,0.27575203258289754,0
60,20201201,0.43880912179913134,0.8791696320118831,0.764293020282601,1,0.7577566884676382,1.0965159635170338,0.2833417203259312,1.0965159635170338,-0.7261673458680388,-1.0844496110117359,1
61,20201202,-0.1772619203985932,-0.6056066692129406,-0.7869041027521749,2,0.9065258134520433,-0.2746374845095748,-0.35648734273032373,-0.2746374845095748,-0.43940062329594715,-1.0118907905979413,0
62,20201203,-0.35534577504249154,-0.2473878645509694,-0.03440931799881373,3,0.23692385501968385,-0.12240237535157619,-1.0372727514329745,-0.12240237535157619,0.5642829057063736,-1.0678752611710214,0
